dates,number_of_contributors,number_of_commits,number_of_new_contributors,number_of_contributor-domains,number_of_new_contributor-domains,number_of_open_PRs,number_of_closed_PRs,number_of_merged_PRs,number_of_open_issues,number_of_closed_issues,number_of_issue_comments,number_of_stargazers,number_of_forks
2019-07-01,5,188,1,3,1,45,1,42,46,46,25,30,2
2019-08-01,6,166,1,4,0,32,2,32,32,35,18,14,3
2019-09-01,5,86,1,3,0,17,0,18,17,18,16,8,2
2019-10-01,5,75,0,3,0,26,2,24,28,26,10,8,2
2019-11-01,6,143,0,3,0,29,0,28,30,28,18,4,1
2019-12-01,7,252,1,3,0,50,1,50,50,56,33,6,5
2020-01-01,5,126,0,2,0,31,1,28,38,50,105,16,0
2020-02-01,15,187,10,6,5,58,3,50,90,74,423,26,14
2020-03-01,36,261,27,14,8,105,20,78,173,146,1274,31,33
2020-04-01,6,126,1,2,0,31,4,27,45,40,69,21,11
2020-05-01,7,150,0,3,0,29,2,28,43,36,142,24,2
2020-06-01,10,165,4,4,1,39,2,38,66,57,231,10,2
2020-07-01,7,128,0,3,0,31,3,26,46,37,77,9,0
2020-08-01,6,152,1,3,0,32,0,33,45,47,43,9,6
